,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,bitcoin
0,200507,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27271,Deplaned,27271,2005,July,95.51362062179064
1,200507,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,29131,Enplaned,29131,2005,July,47.62282894234604
2,200507,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5415,Thru / Transit * 2,10830,2005,July,10.891726192059735
3,200507,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 1,B,35156,Deplaned,35156,2005,July,3.0730694150589932
4,200507,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,34090,Enplaned,34090,2005,July,32.230198575148904
5,200507,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,6263,Deplaned,6263,2005,July,36.019251459003875
6,200507,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5500,Enplaned,5500,2005,July,24.005235752643394
7,200507,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12050,Deplaned,12050,2005,July,33.76266040605182
8,200507,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11638,Enplaned,11638,2005,July,46.46617200259728
9,200507,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4998,Deplaned,4998,2005,July,87.36780740218504
10,200507,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4962,Enplaned,4962,2005,July,33.032721889925575
11,200507,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,8055,Deplaned,8055,2005,July,11.175104829486216
12,200507,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,7984,Enplaned,7984,2005,July,24.43103101518298
13,200507,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,36641,Deplaned,36641,2005,July,59.410277977693546
14,200507,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39379,Enplaned,39379,2005,July,95.16540094331822
15,200507,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,3678,Thru / Transit * 2,7356,2005,July,87.71475410440871
16,200507,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,7977,Deplaned,7977,2005,July,50.339621656057574
17,200507,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,8837,Enplaned,8837,2005,July,33.284256613528285
18,200507,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6969,Deplaned,6969,2005,July,85.18182042365639
19,200507,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,10046,Enplaned,10046,2005,July,13.970156348998831
20,200507,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2266,Thru / Transit * 2,4532,2005,July,96.07936278248877
21,200507,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6545,Deplaned,6545,2005,July,33.26821040574676
22,200507,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6094,Enplaned,6094,2005,July,21.84740167437108
23,200507,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,166577,Deplaned,166577,2005,July,69.14823304877315
24,200507,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,160890,Enplaned,160890,2005,July,42.995932463816665
25,200507,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5493,Deplaned,5493,2005,July,27.60493681423447
26,200507,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,5213,Enplaned,5213,2005,July,20.04854258583967
27,200507,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5041,Deplaned,5041,2005,July,54.02951162913019
28,200507,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4744,Enplaned,4744,2005,July,90.78217360473192
29,200507,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1552,Deplaned,1552,2005,July,6.827745980316758
30,200507,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1484,Enplaned,1484,2005,July,63.645617349261094
31,200507,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,325,Deplaned,325,2005,July,48.8036739460857
32,200507,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,545,Enplaned,545,2005,July,98.49405550891397
33,200507,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20632,Deplaned,20632,2005,July,95.00759641304842
34,200507,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,21686,Enplaned,21686,2005,July,95.53527736239712
35,200507,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11010,Deplaned,11010,2005,July,49.26417308338608
36,200507,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9628,Enplaned,9628,2005,July,37.244581049634284
37,200507,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,13638,Deplaned,13638,2005,July,13.25386142466607
38,200507,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11255,Enplaned,11255,2005,July,70.92421545064418
39,200507,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,97510,Deplaned,97510,2005,July,78.36888212440438
40,200507,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,93791,Enplaned,93791,2005,July,49.6010749014321
41,200507,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14142,Deplaned,14142,2005,July,97.58327881506666
42,200507,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12132,Enplaned,12132,2005,July,42.20620345032231
43,200507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,19234,Deplaned,19234,2005,July,47.81338945376844
44,200507,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18368,Enplaned,18368,2005,July,5.849140992130398
45,200507,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7579,Deplaned,7579,2005,July,78.6157359081134
46,200507,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7658,Enplaned,7658,2005,July,3.9447570717470293
47,200507,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5284,Deplaned,5284,2005,July,53.09717458226992
48,200507,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5257,Enplaned,5257,2005,July,71.11318265887797
49,200507,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,4540,Deplaned,4540,2005,July,76.87435760048152
50,200507,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,4341,Enplaned,4341,2005,July,97.09136722047154
51,200507,Independence Air,DH,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,10843,Deplaned,10843,2005,July,23.144408682490692
52,200507,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,10967,Enplaned,10967,2005,July,90.39656076623217
53,200507,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9195,Deplaned,9195,2005,July,0.722660979550882
54,200507,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,9086,Enplaned,9086,2005,July,69.67711649616263
55,200507,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9978,Deplaned,9978,2005,July,69.64578413560191
56,200507,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9587,Enplaned,9587,2005,July,32.84906977473173
57,200507,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6153,Deplaned,6153,2005,July,73.89704155807513
58,200507,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5646,Enplaned,5646,2005,July,15.012395480680919
59,200507,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22389,Deplaned,22389,2005,July,22.924685710724944
60,200507,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,20511,Enplaned,20511,2005,July,97.43739174717601
61,200507,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,2636,Deplaned,2636,2005,July,33.34970406057963
62,200507,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,2535,Enplaned,2535,2005,July,46.87133237819384
63,200507,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,7751,Deplaned,7751,2005,July,94.35637664276479
64,200507,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7845,Enplaned,7845,2005,July,41.825792199622725
65,200507,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,1797,Deplaned,1797,2005,July,59.17794409232262
66,200507,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,3238,Enplaned,3238,2005,July,57.271776965012855
67,200507,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,64231,Deplaned,64231,2005,July,89.0906313059765
68,200507,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,62049,Enplaned,62049,2005,July,74.60044234966837
69,200507,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7229,Deplaned,7229,2005,July,14.911452958913218
70,200507,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6554,Enplaned,6554,2005,July,61.63587621368005
71,200507,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12828,Deplaned,12828,2005,July,67.40433895404367
72,200507,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10269,Enplaned,10269,2005,July,74.36434771771556
73,200507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,19211,Deplaned,19211,2005,July,43.81283422532912
74,200507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17462,Enplaned,17462,2005,July,66.98721567368972
75,200507,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,7262,Deplaned,7262,2005,July,91.9657759009272
76,200507,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6586,Enplaned,6586,2005,July,20.794472723110204
77,200507,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,103279,Deplaned,103279,2005,July,18.629229120597024
78,200507,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,102023,Enplaned,102023,2005,July,1.1424371552245183
79,200507,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,3688,Deplaned,3688,2005,July,48.71945272701118
80,200507,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,3633,Enplaned,3633,2005,July,54.51776732163023
81,200507,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4827,Deplaned,4827,2005,July,85.78624793909856
82,200507,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4784,Enplaned,4784,2005,July,21.605605058100718
83,200507,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,6324,Deplaned,6324,2005,July,38.000843137651785
84,200507,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,G,7031,Enplaned,7031,2005,July,95.25452776756251
85,200507,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,46042,Deplaned,46042,2005,July,54.42907316448403
86,200507,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,A,45553,Enplaned,45553,2005,July,96.68525282881653
87,200507,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,38951,Deplaned,38951,2005,July,18.830394345488944
88,200507,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,37848,Enplaned,37848,2005,July,87.83441967296557
89,200507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,62178,Deplaned,62178,2005,July,72.25478679311944
90,200507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,60939,Enplaned,60939,2005,July,87.56880546909346
91,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,58767,Deplaned,58767,2005,July,84.27252995774731
92,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,58277,Enplaned,58277,2005,July,94.83437551534
93,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,443656,Deplaned,443656,2005,July,10.930292735157332
94,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,421802,Enplaned,421802,2005,July,79.7933763191881
95,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,11388,Thru / Transit * 2,22776,2005,July,91.73583982813219
96,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,77658,Deplaned,77658,2005,July,70.76732271472348
97,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,68278,Enplaned,68278,2005,July,91.28210405130498
98,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3953,Thru / Transit * 2,7906,2005,July,35.6236379243706
99,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8603,Deplaned,8603,2005,July,69.559562658073
100,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8234,Enplaned,8234,2005,July,32.67256537971483
101,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1385,Thru / Transit * 2,2770,2005,July,59.27860517455154
102,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12874,Deplaned,12874,2005,July,99.34495110731157
103,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12085,Enplaned,12085,2005,July,50.900017918016204
104,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,10,Thru / Transit * 2,20,2005,July,85.66959410777206
105,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,30796,Deplaned,30796,2005,July,27.42964027846221
106,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,29283,Enplaned,29283,2005,July,88.3962910133103
107,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,888,Thru / Transit * 2,1776,2005,July,1.8207490356500267
108,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,9537,Deplaned,9537,2005,July,59.4740524380646
109,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9672,Enplaned,9672,2005,July,63.21515342093025
110,200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,45,Thru / Transit * 2,90,2005,July,46.03719165827238
111,200507,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11684,Deplaned,11684,2005,July,24.930578509381462
112,200507,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10771,Enplaned,10771,2005,July,38.284187323607824
113,200507,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,2480,Deplaned,2480,2005,July,11.106561646584412
114,200507,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,2211,Enplaned,2211,2005,July,91.24143251035979
115,200508,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,27472,Deplaned,27472,2005,August,50.88764441598177
116,200508,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26535,Enplaned,26535,2005,August,66.29148854554387
117,200508,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5712,Thru / Transit * 2,11424,2005,August,90.21527494212376
118,200508,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 1,B,34878,Deplaned,34878,2005,August,72.73407260329444
119,200508,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,34105,Enplaned,34105,2005,August,17.42717421050356
120,200508,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4204,Deplaned,4204,2005,August,8.373420520573205
121,200508,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,3923,Enplaned,3923,2005,August,12.706059022550043
122,200508,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11230,Deplaned,11230,2005,August,69.19307381851064
123,200508,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11731,Enplaned,11731,2005,August,53.36795453623475
124,200508,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4672,Deplaned,4672,2005,August,24.199746154149683
125,200508,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4006,Enplaned,4006,2005,August,95.87834453974338
126,200508,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,7796,Deplaned,7796,2005,August,35.038655110186255
127,200508,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,7737,Enplaned,7737,2005,August,43.26552065806507
128,200508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,40431,Deplaned,40431,2005,August,42.359046104471446
129,200508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39595,Enplaned,39595,2005,August,80.90935507636601
130,200508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,1902,Thru / Transit * 2,3804,2005,August,57.68060125787077
131,200508,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,8901,Deplaned,8901,2005,August,92.59773304414118
132,200508,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,9020,Enplaned,9020,2005,August,96.92815018789862
133,200508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7541,Deplaned,7541,2005,August,86.57491875870546
134,200508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9333,Enplaned,9333,2005,August,39.40149212281497
135,200508,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1902,Thru / Transit * 2,3804,2005,August,18.946453323097124
136,200508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6739,Deplaned,6739,2005,August,17.079175700278228
137,200508,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5966,Enplaned,5966,2005,August,50.200775034839154
138,200508,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,162064,Deplaned,162064,2005,August,46.15569426806809
139,200508,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,157700,Enplaned,157700,2005,August,96.20045780070579
140,200508,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5233,Deplaned,5233,2005,August,68.92813878463495
141,200508,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4866,Enplaned,4866,2005,August,41.22578660510649
142,200508,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4099,Deplaned,4099,2005,August,22.105008134288827
143,200508,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3376,Enplaned,3376,2005,August,55.34016300007426
144,200508,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1735,Deplaned,1735,2005,August,28.601497297590427
145,200508,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1560,Enplaned,1560,2005,August,6.774537916823653
146,200508,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,353,Deplaned,353,2005,August,21.510032446188
147,200508,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,751,Enplaned,751,2005,August,9.179363181495425
148,200508,Boeing Company,,Boeing Company,,Domestic,US,Deplaned,Other,Other,Other,18,Deplaned,18,2005,August,56.960365195370485
149,200508,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20312,Deplaned,20312,2005,August,2.2999550435980676
150,200508,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20084,Enplaned,20084,2005,August,9.26495656722116
151,200508,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11753,Deplaned,11753,2005,August,0.9488369826431531
152,200508,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9050,Enplaned,9050,2005,August,69.20001076572994
153,200508,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,14610,Deplaned,14610,2005,August,43.999640129911995
154,200508,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10972,Enplaned,10972,2005,August,28.44783256196837
155,200508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,97343,Deplaned,97343,2005,August,76.77826220125607
156,200508,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,97160,Enplaned,97160,2005,August,43.13926484535683
157,200508,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13524,Deplaned,13524,2005,August,77.31708612124383
158,200508,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11950,Enplaned,11950,2005,August,85.09227533010755
159,200508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17109,Deplaned,17109,2005,August,75.90945970893995
160,200508,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17186,Enplaned,17186,2005,August,34.123723170880695
161,200508,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7923,Deplaned,7923,2005,August,75.60390633644626
162,200508,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7751,Enplaned,7751,2005,August,58.777509788387384
163,200508,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5572,Deplaned,5572,2005,August,72.79416114759597
164,200508,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5268,Enplaned,5268,2005,August,29.26860686998086
165,200508,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,4691,Deplaned,4691,2005,August,31.454961803285165
166,200508,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,4355,Enplaned,4355,2005,August,65.84239415423127
167,200508,Independence Air,DH,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,9191,Deplaned,9191,2005,August,12.687065294817046
168,200508,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,9850,Enplaned,9850,2005,August,47.19743963983887
169,200508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9296,Deplaned,9296,2005,August,12.765168709382756
170,200508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7913,Enplaned,7913,2005,August,53.533616337713575
171,200508,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9666,Deplaned,9666,2005,August,40.72939627003835
172,200508,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9881,Enplaned,9881,2005,August,84.56012854555858
173,200508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,8856,Deplaned,8856,2005,August,55.2838707237027
174,200508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7164,Enplaned,7164,2005,August,66.73501912055447
175,200508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21512,Deplaned,21512,2005,August,24.11310950036737
176,200508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21881,Enplaned,21881,2005,August,82.08166474454805
177,200508,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,2725,Deplaned,2725,2005,August,11.82995848676891
178,200508,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,2546,Enplaned,2546,2005,August,54.30465898140929
