,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,bitcoin
4393,200808,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9365,Enplaned,9365,2008,August,91.76138593673735
4394,200808,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6831,Deplaned,6831,2008,August,90.63626966706138
4395,200808,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5289,Enplaned,5289,2008,August,53.55608429115109
4396,200808,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,18859,Deplaned,18859,2008,August,20.72019320009595
4397,200808,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14452,Enplaned,14452,2008,August,40.121430041313864
4398,200808,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,7991,Deplaned,7991,2008,August,47.636091364205335
4399,200808,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,8079,Enplaned,8079,2008,August,20.64752125338861
4400,200808,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,85812,Deplaned,85812,2008,August,46.815539754109516
4401,200808,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,87434,Enplaned,87434,2008,August,17.723026015170063
4402,200808,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1903,Deplaned,1903,2008,August,70.53191642982007
4403,200808,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12572,Deplaned,12572,2008,August,34.28412290182925
4404,200808,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,14522,Enplaned,14522,2008,August,38.24471123614334
4405,200808,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,100106,Deplaned,100106,2008,August,43.16895892990574
4406,200808,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,99851,Enplaned,99851,2008,August,26.1588576195941
4407,200808,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,10,Thru / Transit * 2,20,2008,August,37.51608803768883
4408,200808,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4435,Deplaned,4435,2008,August,79.9916007658702
4409,200808,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4629,Enplaned,4629,2008,August,45.05259729482221
4410,200808,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5007,Deplaned,5007,2008,August,6.459726879730054
4411,200808,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,3892,Enplaned,3892,2008,August,33.93087215281667
4412,200808,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,81512,Deplaned,81512,2008,August,88.66861822355149
4413,200808,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,84358,Enplaned,84358,2008,August,56.95292695793108
4414,200808,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,70681,Deplaned,70681,2008,August,35.57673421963807
4415,200808,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,73488,Enplaned,73488,2008,August,72.52919915252353
4416,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,11060,Deplaned,11060,2008,August,3.509872310494533
4417,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,2033,Enplaned,2033,2008,August,19.628306194570456
4418,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,23415,Deplaned,23415,2008,August,69.85483234714759
4419,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23637,Enplaned,23637,2008,August,12.419313117682274
4420,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,265,Thru / Transit * 2,530,2008,August,65.74030532717401
4421,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,53064,Deplaned,53064,2008,August,27.681264004384342
4422,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,391820,Deplaned,391820,2008,August,83.22261780772752
4423,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,52809,Enplaned,52809,2008,August,72.1142756659393
4424,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,396295,Enplaned,396295,2008,August,11.613725338243219
4425,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5042,Thru / Transit * 2,10084,2008,August,49.63035245597807
4426,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,81475,Deplaned,81475,2008,August,8.607774592342954
4427,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,68877,Enplaned,68877,2008,August,47.57766747638305
4428,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3287,Thru / Transit * 2,6574,2008,August,87.11819113003621
4429,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,7298,Deplaned,7298,2008,August,2.435863308003894
4430,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,5623,Enplaned,5623,2008,August,20.619123863245747
4431,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,648,Thru / Transit * 2,1296,2008,August,14.909035687453331
4432,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,17607,Deplaned,17607,2008,August,3.594255790112433
4433,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,17218,Enplaned,17218,2008,August,85.8293150335336
4434,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,301,Thru / Transit * 2,602,2008,August,77.98704830808641
4435,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,35132,Deplaned,35132,2008,August,90.94862110689542
4436,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,35421,Enplaned,35421,2008,August,10.65623485296916
4437,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,517,Thru / Transit * 2,1034,2008,August,57.4278187794818
4438,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,13335,Deplaned,13335,2008,August,36.80307683012399
4439,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,12803,Enplaned,12803,2008,August,94.66819724191438
4440,200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,26,Thru / Transit * 2,52,2008,August,99.772963241373
4441,200808,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,94986,Deplaned,94986,2008,August,53.37721100824546
4442,200808,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,95306,Enplaned,95306,2008,August,46.467603074169794
4443,200808,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10116,Deplaned,10116,2008,August,21.72014735809794
4444,200808,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10089,Enplaned,10089,2008,August,16.334544436775044
4445,200809,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,A,5305,Deplaned,5305,2008,September,47.74609597032131
4446,200809,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,A,5052,Enplaned,5052,2008,September,71.89823612235719
4447,200809,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,25770,Deplaned,25770,2008,September,53.33470080474076
4448,200809,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,24957,Enplaned,24957,2008,September,25.125531712109062
4449,200809,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5548,Deplaned,5548,2008,September,68.32156025517224
4450,200809,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5350,Enplaned,5350,2008,September,28.496008500979453
4451,200809,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12099,Deplaned,12099,2008,September,70.86290266402419
4452,200809,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12815,Enplaned,12815,2008,September,75.47736286706078
4453,200809,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7560,Deplaned,7560,2008,September,58.408299744317894
4454,200809,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7863,Enplaned,7863,2008,September,15.317848368740872
4455,200809,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4094,Deplaned,4094,2008,September,16.51203124577657
4456,200809,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,7584,Enplaned,7584,2008,September,90.21617826940727
4457,200809,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,41235,Deplaned,41235,2008,September,73.24323972170784
4458,200809,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39040,Enplaned,39040,2008,September,35.779949005999626
4459,200809,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7054,Deplaned,7054,2008,September,82.73482585836159
4460,200809,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,6537,Enplaned,6537,2008,September,55.55546193869924
4461,200809,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5909,Deplaned,5909,2008,September,91.27541152834516
4462,200809,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5683,Enplaned,5683,2008,September,29.405271422493374
4463,200809,Allegiant Air,G4,Allegiant Air,G4,Domestic,US,Deplaned,Low Fare,Terminal 1,B,1258,Deplaned,1258,2008,September,4.945113326977635
4464,200809,Allegiant Air,G4,Allegiant Air,G4,Domestic,US,Enplaned,Low Fare,Terminal 1,B,1263,Enplaned,1263,2008,September,75.64560334928797
4465,200809,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,139336,Deplaned,139336,2008,September,60.00848825319468
4466,200809,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,140159,Enplaned,140159,2008,September,45.38234490789333
4467,200809,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3669,Deplaned,3669,2008,September,85.94327552939941
4468,200809,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3508,Enplaned,3508,2008,September,32.65450646449432
4469,200809,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3800,Deplaned,3800,2008,September,86.42907657898914
4470,200809,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4488,Enplaned,4488,2008,September,9.170697256395488
4471,200809,BelAir Airlines,BBB,BelAir Airlines,BBB,International,Europe,Deplaned,Other,International,A,505,Deplaned,505,2008,September,31.86776249820492
4472,200809,BelAir Airlines,BBB,BelAir Airlines,BBB,International,Europe,Enplaned,Other,International,A,321,Enplaned,321,2008,September,86.18993387644502
4473,200809,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18134,Deplaned,18134,2008,September,8.025635774382046
4474,200809,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18792,Enplaned,18792,2008,September,62.53153877218439
4475,200809,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,15849,Deplaned,15849,2008,September,56.613618201097026
4476,200809,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,15320,Enplaned,15320,2008,September,33.6633442210066
4477,200809,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7564,Deplaned,7564,2008,September,6.503124133460014
4478,200809,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,7430,Enplaned,7430,2008,September,2.5939883342809833
4479,200809,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,65409,Deplaned,65409,2008,September,82.47343876796852
4480,200809,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,66642,Enplaned,66642,2008,September,91.30950922000413
4481,200809,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10063,Deplaned,10063,2008,September,23.986006316534624
4482,200809,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10490,Enplaned,10490,2008,September,4.274114225889858
4483,200809,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,125,Deplaned,125,2008,September,97.40893249294807
4484,200809,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,192,Enplaned,192,2008,September,46.854970874584865
4485,200809,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,14506,Deplaned,14506,2008,September,2.356978065005688
4486,200809,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13694,Enplaned,13694,2008,September,93.23402769161304
4487,200809,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6939,Deplaned,6939,2008,September,69.76492204583565
4488,200809,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6505,Enplaned,6505,2008,September,2.639690092889879
4489,200809,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,3357,Deplaned,3357,2008,September,60.273432022478424
4490,200809,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,3007,Enplaned,3007,2008,September,21.554102032363453
4491,200809,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6664,Deplaned,6664,2008,September,56.26032066648007
4492,200809,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6528,Enplaned,6528,2008,September,73.74791637738247
4493,200809,Jet Airways,9W,Jet Airways,9W,International,Asia,Deplaned,Other,International,A,4426,Deplaned,4426,2008,September,11.838908182451902
4494,200809,Jet Airways,9W,Jet Airways,9W,International,Asia,Enplaned,Other,International,A,3273,Enplaned,3273,2008,September,19.195313983700945
4495,200809,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,15120,Deplaned,15120,2008,September,1.4904268850057245
4496,200809,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,15139,Enplaned,15139,2008,September,9.461620172089047
4497,200809,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12434,Deplaned,12434,2008,September,55.63767856304867
4498,200809,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,12290,Enplaned,12290,2008,September,79.87914998126077
4499,200809,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4264,Deplaned,4264,2008,September,69.41003452749446
4500,200809,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4200,Enplaned,4200,2008,September,26.61141316918243
4501,200809,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17530,Deplaned,17530,2008,September,96.73879981107227
4502,200809,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18299,Enplaned,18299,2008,September,55.15401583765082
4503,200809,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,6587,Deplaned,6587,2008,September,64.97764571272437
4504,200809,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,6925,Enplaned,6925,2008,September,92.19641656743704
4505,200809,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,2772,Deplaned,2772,2008,September,98.03957469001172
4506,200809,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,2889,Enplaned,2889,2008,September,8.599724040258682
4507,200809,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,49239,Deplaned,49239,2008,September,12.641028604825856
4508,200809,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,49054,Enplaned,49054,2008,September,11.821209609535455
4509,200809,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,382,Thru / Transit * 2,764,2008,September,61.14175056408679
4510,200809,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6722,Deplaned,6722,2008,September,8.012022011468167
4511,200809,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6695,Enplaned,6695,2008,September,7.219491332988037
4512,200809,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8663,Deplaned,8663,2008,September,74.19618512392489
4513,200809,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7541,Enplaned,7541,2008,September,27.533240617648637
4514,200809,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,4482,Deplaned,4482,2008,September,74.4711470999228
4515,200809,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,6253,Enplaned,6253,2008,September,20.409419577838296
4516,200809,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13740,Deplaned,13740,2008,September,48.61092319782559
4517,200809,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12226,Enplaned,12226,2008,September,47.8187324212479
4518,200809,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,9421,Deplaned,9421,2008,September,37.2161162675974
4519,200809,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,9209,Enplaned,9209,2008,September,43.767177070527296
4520,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,90743,Deplaned,90743,2008,September,0.8961766263596793
4521,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,87944,Enplaned,87944,2008,September,39.188502035782946
4522,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1443,Deplaned,1443,2008,September,47.51937564958732
4523,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9054,Deplaned,9054,2008,September,71.78533276659027
4524,200809,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,10752,Enplaned,10752,2008,September,69.78430640039385
4525,200809,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,89266,Deplaned,89266,2008,September,58.78167453451291
4526,200809,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,87757,Enplaned,87757,2008,September,63.44923381758228
4527,200809,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,14,Thru / Transit * 2,28,2008,September,94.94192734102138
4528,200809,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,599,Deplaned,599,2008,September,18.490995445374825
4529,200809,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,724,Enplaned,724,2008,September,47.93552117190797
4530,200809,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4005,Deplaned,4005,2008,September,19.187100067236564
4531,200809,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,3615,Enplaned,3615,2008,September,54.5532827867987
4532,200809,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,73858,Deplaned,73858,2008,September,6.39289153679985
4533,200809,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,74375,Enplaned,74375,2008,September,2.357705112231634
4534,200809,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,53331,Deplaned,53331,2008,September,41.40524889381151
4535,200809,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,53820,Enplaned,53820,2008,September,51.83809747477027
4536,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,6883,Deplaned,6883,2008,September,48.47820314908267
4537,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,2712,Enplaned,2712,2008,September,38.873420109023314
4538,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,19500,Deplaned,19500,2008,September,30.803822094137324
4539,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,20046,Enplaned,20046,2008,September,57.87882565851818
4540,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,209,Thru / Transit * 2,418,2008,September,49.17144502406457
4541,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,39624,Deplaned,39624,2008,September,56.5479610265351
4542,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,330863,Deplaned,330863,2008,September,80.7993816350146
4543,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,38666,Enplaned,38666,2008,September,3.917461723943516
4544,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,342206,Enplaned,342206,2008,September,49.90619502833494
4545,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,3976,Thru / Transit * 2,7952,2008,September,88.42281932257032
4546,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,64209,Deplaned,64209,2008,September,27.78080411980688
4547,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,59045,Enplaned,59045,2008,September,12.033079169040606
4548,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2477,Thru / Transit * 2,4954,2008,September,63.74233212171072
4549,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,5920,Deplaned,5920,2008,September,94.42427175033268
4550,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,5670,Enplaned,5670,2008,September,66.33793539601129
4551,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,621,Thru / Transit * 2,1242,2008,September,86.6149962233949
4552,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14223,Deplaned,14223,2008,September,67.72116379034337
4553,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,16061,Enplaned,16061,2008,September,46.554753832014725
4554,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,32926,Deplaned,32926,2008,September,9.305841734820785
4555,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34659,Enplaned,34659,2008,September,92.86291993141559
4556,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,363,Thru / Transit * 2,726,2008,September,39.07539059396261
4557,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,3384,Deplaned,3384,2008,September,49.85020863054251
4558,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3211,Enplaned,3211,2008,September,95.16154686746094
4559,200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,74,Thru / Transit * 2,148,2008,September,39.45933556833467
4560,200809,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,80429,Deplaned,80429,2008,September,29.688495710690933
